"filename", "language", "JavaScript", "comment", "blank", "total"
"c:\Users\Gintautas\Desktop\greenhouse\src\components\Header.js", "JavaScript", 73, -1, 5, 77
"c:\Users\Gintautas\Desktop\greenhouse\src\pages\GreenhouseControl.js", "JavaScript", 106, 0, 1, 107
"c:\Users\Gintautas\Desktop\greenhouse\src\requests.js", "JavaScript", -6, 0, 0, -6
"Total", "-", 173, -1, 6, 178
